SalesOrderNumber,OrderDate,ProductKey,SalesTerritoryKey,Quantity,UnitPrice,Sales,Cost
SO65209,3/10/2020,532,4,2,149.87,299.74,273.57
SO65209,3/10/2020,398,4,2,26.72,53.44,39.55
SO46625,7/9/2018,468,4,2,22.79,45.58,31.34
SO46625,7/9/2018,410,4,2,36.45,72.9,53.94
SO46625,7/9/2018,409,4,2,209.26,418.52,371.64
SO46625,7/9/2018,396,4,2,74.84,149.68,110.76
SO46625,7/9/2018,393,4,2,137.69,275.38,203.79
SO46625,7/9/2018,427,4,2,209.26,418.52,371.64
SO47677,10/5/2018,459,4,2,53.99,107.98,74.24
SO47677,10/5/2018,421,4,2,196.33,392.66,290.57
SO47677,10/5/2018,393,4,2,137.69,275.38,203.79
SO47677,10/5/2018,464,4,2,14.13,28.26,19.43
SO47677,10/5/2018,396,4,2,74.84,149.68,110.76
SO47677,10/5/2018,458,4,2,44.99,89.98,61.87
SO48758,1/15/2019,445,4,2,35.99,71.98,49.49
SO48758,1/15/2019,427,4,2,209.26,418.52,371.64
SO48758,1/15/2019,397,4,2,24.29,48.58,35.96
SO49831,4/4/2019,445,4,2,35.99,71.98,49.49
SO49831,4/4/2019,466,4,2,14.13,28.26,19.43
SO49831,4/4/2019,457,4,2,44.99,89.98,61.87
SO49831,4/4/2019,447,4,2,15,30,20.63
SO49831,4/4/2019,393,4,2,137.69,275.38,203.79
SO49831,4/4/2019,397,4,2,24.29,48.58,35.96
SO49831,4/4/2019,453,4,2,35.99,71.98,49.49
SO51090,7/3/2019,516,4,2,23.48,46.96,34.76
SO51090,7/3/2019,559,4,2,12.14,24.28,17.97
SO51090,7/3/2019,594,4,2,338.99,677.98,616.44
SO51090,7/3/2019,511,4,2,218.45,436.9,398.75
SO51090,7/3/2019,524,4,2,158.43,316.86,289.19
SO51090,7/3/2019,475,4,2,41.99,83.98,52.35
SO51090,7/3/2019,467,4,2,14.69,29.38,18.32
SO51090,7/3/2019,532,4,2,149.87,299.74,273.57
SO51090,7/3/2019,542,4,2,24.29,48.58,35.96
SO55249,10/6/2019,514,4,2,63.9,127.8,94.57
SO55249,10/6/2019,398,4,2,26.72,53.44,39.55
SO55249,10/6/2019,543,4,2,37.25,74.5,55.14
SO55249,10/6/2019,463,4,2,14.69,29.38,18.32
SO55249,10/6/2019,542,4,2,24.29,48.58,35.96
SO55249,10/6/2019,594,4,2,338.99,677.98,616.44
SO55249,10/6/2019,512,4,2,218.45,436.9,398.75
SO61218,1/16/2020,512,4,2,218.45,436.9,398.75
SO61218,1/16/2020,475,4,2,41.99,83.98,52.35
SO61218,1/16/2020,555,4,2,63.9,127.8,94.57
SO61218,1/16/2020,524,4,2,158.43,316.86,289.19
SO61218,1/16/2020,398,4,2,26.72,53.44,39.55
SO61218,1/16/2020,474,4,2,41.99,83.98,52.35
SO67273,4/7/2020,551,4,2,158.43,316.86,289.19
SO67273,4/7/2020,491,4,2,32.39,64.78,83.14
SO67273,4/7/2020,515,4,2,16.27,32.54,24.08
SO67273,4/7/2020,558,4,2,242.99,485.98,359.63
SO67273,4/7/2020,217,4,2,20.99,41.98,26.17
SO67273,4/7/2020,400,4,2,37.15,74.3,54.99
SO67273,4/7/2020,517,4,2,31.58,63.16,46.74
SO43873,8/19/2017,330,4,2,419.46,838.92,826.29
SO43873,8/19/2017,338,4,2,419.46,838.92,826.29
SO43873,8/19/2017,220,4,2,20.19,40.38,24.06
SO43873,8/19/2017,262,4,2,183.94,367.88,362.97
SO44520,11/13/2017,336,4,2,419.46,838.92,826.29
SO44520,11/13/2017,275,4,2,356.9,713.8,704.28
SO44520,11/13/2017,340,4,2,419.46,838.92,826.29
SO44520,11/13/2017,235,4,2,28.84,57.68,63.45
SO44520,11/13/2017,253,4,2,178.58,357.16,352.4
SO44520,11/13/2017,334,4,2,419.46,838.92,826.29
SO44520,11/13/2017,330,4,2,419.46,838.92,826.29
SO45301,2/15/2018,322,4,2,419.46,838.92,826.29
SO45301,2/15/2018,326,4,2,419.46,838.92,826.29
SO45301,2/15/2018,285,4,2,178.58,357.16,352.4
SO45301,2/15/2018,330,4,2,419.46,838.92,826.29
SO45301,2/15/2018,223,4,2,5.19,10.38,11.41
SO46057,5/15/2018,279,4,2,178.58,357.16,352.4
SO46057,5/15/2018,235,4,2,28.84,57.68,63.45
SO46057,5/15/2018,253,4,2,178.58,357.16,352.4
SO46057,5/15/2018,334,4,2,419.46,838.92,826.29
SO46057,5/15/2018,232,4,2,28.84,57.68,63.45
SO46988,8/14/2018,423,4,2,165.23,330.46,244.54
SO46988,8/14/2018,445,4,2,35.99,71.98,49.49
SO46988,8/14/2018,280,4,2,183.94,367.88,340.29
SO46988,8/14/2018,286,4,2,183.94,367.88,340.29
SO46988,8/14/2018,236,4,2,28.84,57.68,58.16
SO46988,8/14/2018,265,4,2,202.33,404.66,374.31
SO46988,8/14/2018,254,4,2,183.94,367.88,340.29
SO46988,8/14/2018,415,4,2,198.04,396.08,293.09
SO46988,8/14/2018,433,4,2,324.45,648.9,600.24
SO46988,8/14/2018,403,4,2,24.29,48.58,35.96
SO48012,11/13/2018,429,4,2,324.45,648.9,600.24
SO48012,11/13/2018,254,4,2,183.94,367.88,340.29
SO48012,11/13/2018,414,4,2,149.03,298.06,220.57
SO48012,11/13/2018,273,4,2,202.33,404.66,374.31
SO49058,2/4/2019,271,4,2,202.33,404.66,374.31
SO49058,2/4/2019,454,4,2,35.99,71.98,49.49
SO50226,5/10/2019,286,4,2,183.94,367.88,340.29
SO50226,5/10/2019,265,4,2,202.33,404.66,374.31
SO50226,5/10/2019,462,4,2,14.13,28.26,19.43
SO50226,5/10/2019,224,4,2,5.19,10.38,10.46
SO50226,5/10/2019,422,4,2,67.54,135.08,99.96
SO50226,5/10/2019,461,4,2,53.99,107.98,74.24
SO50226,5/10/2019,466,4,2,14.13,28.26,19.43
SO50226,5/10/2019,230,4,2,28.84,57.68,58.16
SO43666,7/5/2017,338,4,2,419.46,838.92,826.3
SO43859,8/8/2017,322,4,2,419.46,838.92,826.29
SO43872,8/16/2017,220,4,2,20.19,40.38,24.06
SO43872,8/16/2017,262,4,2,183.94,367.88,362.97
SO43901,8/26/2017,212,4,2,20.19,40.38,24.06
SO43912,8/29/2017,229,4,2,28.84,57.68,63.45
SO43912,8/29/2017,262,4,2,183.94,367.88,362.97
SO43912,8/29/2017,332,4,2,419.46,838.92,826.29
SO43912,8/29/2017,212,4,2,20.19,40.38,24.06
SO43912,8/29/2017,342,4,2,419.46,838.92,826.29
SO44080,9/6/2017,218,4,2,5.7,11.4,6.79
SO44087,9/9/2017,276,4,2,356.9,713.8,704.28
SO44089,9/10/2017,342,4,2,419.46,838.92,826.29
SO44089,9/10/2017,326,4,2,419.46,838.92,826.29
SO44115,9/23/2017,235,4,2,28.84,57.68,63.45
SO44115,9/23/2017,223,4,2,5.19,10.38,11.41
SO44115,9/23/2017,220,4,2,20.19,40.38,24.06
SO44115,9/23/2017,229,4,2,28.84,57.68,63.45
SO44286,10/7/2017,334,4,2,419.46,838.92,826.29
SO44286,10/7/2017,338,4,2,419.46,838.92,826.29
SO44481,11/1/2017,223,4,2,5.19,10.38,11.41
SO44500,11/6/2017,326,4,2,419.46,838.92,826.29
SO44500,11/6/2017,223,4,2,5.19,10.38,11.41
SO44521,11/13/2017,232,4,2,28.84,57.68,63.45
SO44521,11/13/2017,336,4,2,419.46,838.92,826.29
SO44521,11/13/2017,328,4,2,419.46,838.92,826.29
SO44521,11/13/2017,215,4,2,20.19,40.38,24.06
SO44521,11/13/2017,272,4,2,183.94,367.88,362.97
SO44521,11/13/2017,229,4,2,28.84,57.68,63.45
SO44521,11/13/2017,340,4,2,419.46,838.92,826.29
SO44521,11/13/2017,342,4,2,419.46,838.92,826.29
SO44521,11/13/2017,330,4,2,419.46,838.92,826.29
SO44564,11/27/2017,322,4,2,419.46,838.92,826.29
SO44752,12/11/2017,322,4,2,419.46,838.92,826.29
SO44777,12/23/2017,232,4,2,28.84,57.68,63.45
SO44777,12/23/2017,223,4,2,5.19,10.38,11.41
SO44790,12/27/2017,328,4,2,419.46,838.92,826.29
SO45044,1/5/2018,285,4,2,178.58,357.16,352.4
SO45044,1/5/2018,334,4,2,419.46,838.92,826.29
SO45286,2/8/2018,324,4,2,419.46,838.92,826.29
SO45286,2/8/2018,342,4,2,419.46,838.92,826.29
SO45290,2/9/2018,218,4,2,5.7,11.4,6.79
SO45299,2/12/2018,232,4,2,28.84,57.68,63.45
SO45299,2/12/2018,336,4,2,419.46,838.92,826.29
SO45299,2/12/2018,322,4,2,419.46,838.92,826.29
SO45311,2/17/2018,218,4,2,5.7,11.4,6.79
SO45324,2/19/2018,324,4,2,419.46,838.92,826.29
SO45339,2/24/2018,336,4,2,419.46,838.92,826.29
SO45339,2/24/2018,338,4,2,419.46,838.92,826.29
SO45339,2/24/2018,332,4,2,419.46,838.92,826.29
SO45339,2/24/2018,232,4,2,28.84,57.68,63.45
SO45339,2/24/2018,342,4,2,419.46,838.92,826.29
SO45531,3/7/2018,322,4,2,419.46,838.92,826.29
SO45531,3/7/2018,328,4,2,419.46,838.92,826.29
SO45555,3/17/2018,223,4,2,5.19,10.38,11.41
SO45555,3/17/2018,235,4,2,28.84,57.68,63.45
SO45555,3/17/2018,218,4,2,5.7,11.4,6.79
SO45784,4/5/2018,334,4,2,419.46,838.92,826.29
SO46058,5/15/2018,272,4,2,183.94,367.88,362.97
SO46058,5/15/2018,215,4,2,20.19,40.38,24.06
SO46058,5/15/2018,220,4,2,20.19,40.38,24.06
SO46058,5/15/2018,232,4,2,28.84,57.68,63.45
SO46058,5/15/2018,330,4,2,419.46,838.92,826.29
SO46058,5/15/2018,275,4,2,356.9,713.8,704.28
SO46069,5/18/2018,232,4,2,28.84,57.68,63.45
SO46069,5/18/2018,223,4,2,5.19,10.38,11.41
SO46084,5/23/2018,322,4,2,419.46,838.92,826.29
SO46085,5/24/2018,332,4,2,419.46,838.92,826.29
SO46089,5/25/2018,232,4,2,28.84,57.68,63.45
SO46101,5/30/2018,262,4,2,183.94,367.88,362.97
SO46101,5/30/2018,324,4,2,419.46,838.92,826.29
SO46101,5/30/2018,322,4,2,419.46,838.92,826.29
SO46339,6/7/2018,326,4,2,419.46,838.92,826.29
SO46339,6/7/2018,324,4,2,419.46,838.92,826.29
SO46339,6/7/2018,328,4,2,419.46,838.92,826.29
SO46339,6/7/2018,232,4,2,28.84,57.68,63.45
SO46364,6/19/2018,229,4,2,28.84,57.68,63.45
SO46366,6/19/2018,322,4,2,419.46,838.92,826.29
SO46366,6/19/2018,232,4,2,28.84,57.68,63.45
SO46366,6/19/2018,326,4,2,419.46,838.92,826.29
SO46366,6/19/2018,342,4,2,419.46,838.92,826.29
SO46606,7/2/2018,230,4,2,28.84,57.68,58.16
SO46942,8/3/2018,420,4,2,141.62,283.24,209.59
SO46942,8/3/2018,421,4,2,196.33,392.66,290.57
SO46942,8/3/2018,224,4,2,5.19,10.38,10.46
SO46942,8/3/2018,233,4,2,28.84,57.68,58.16
SO46960,8/8/2018,271,4,2,202.33,404.66,374.31
SO46960,8/8/2018,233,4,2,28.84,57.68,58.16
SO46960,8/8/2018,458,4,2,44.99,89.98,61.87
SO46960,8/8/2018,221,4,2,20.19,40.38,27.76
SO46960,8/8/2018,422,4,2,67.54,135.08,99.96
SO46960,8/8/2018,286,4,2,183.94,367.88,340.29
SO46970,8/10/2018,423,4,2,165.23,330.46,244.54
SO46970,8/10/2018,435,4,2,324.45,648.9,600.24
SO46992,8/16/2018,263,4,2,202.33,404.66,374.31
SO46992,8/16/2018,221,4,2,20.19,40.38,27.76
SO46992,8/16/2018,265,4,2,202.33,404.66,374.31
SO46992,8/16/2018,422,4,2,67.54,135.08,99.96
SO46992,8/16/2018,415,4,2,198.04,396.08,293.09
SO47002,8/19/2018,456,4,2,44.99,89.98,61.87
SO47032,8/24/2018,216,4,2,20.19,40.38,27.76
SO47032,8/24/2018,233,4,2,28.84,57.68,58.16
SO47032,8/24/2018,460,4,2,53.99,107.98,74.24
SO47032,8/24/2018,221,4,2,20.19,40.38,27.76
SO47032,8/24/2018,456,4,2,44.99,89.98,61.87
SO47032,8/24/2018,263,4,2,202.33,404.66,374.31
SO47035,8/24/2018,414,4,2,149.03,298.06,220.57
SO47039,8/25/2018,410,4,2,36.45,72.9,53.94
SO47039,8/25/2018,412,4,2,180.13,360.26,266.59
SO47039,8/25/2018,399,4,2,33.77,67.54,49.99
SO47039,8/25/2018,468,4,2,22.79,45.58,31.34
SO47039,8/25/2018,397,4,2,24.29,48.58,35.96
SO47039,8/25/2018,419,4,2,52.65,105.3,77.92
SO47039,8/25/2018,409,4,2,209.26,418.52,371.64
SO47056,8/28/2018,230,4,2,28.84,57.68,58.16
SO47056,8/28/2018,403,4,2,24.29,48.58,35.96
SO47056,8/28/2018,422,4,2,67.54,135.08,99.96
SO47056,8/28/2018,273,4,2,202.33,404.66,374.31
SO47056,8/28/2018,415,4,2,198.04,396.08,293.09
SO47056,8/28/2018,213,4,2,20.19,40.38,27.76
SO47056,8/28/2018,286,4,2,183.94,367.88,340.29
SO47350,9/1/2018,286,4,2,183.94,367.88,340.29
SO47350,9/1/2018,271,4,2,202.33,404.66,374.31
SO47350,9/1/2018,433,4,2,324.45,648.9,600.24
SO47355,9/2/2018,271,4,2,202.33,404.66,374.31
SO47355,9/2/2018,273,4,2,202.33,404.66,374.31
SO47355,9/2/2018,433,4,2,324.45,648.9,600.24
SO47372,9/7/2018,415,4,2,198.04,396.08,293.09
SO47372,9/7/2018,263,4,2,202.33,404.66,374.31
SO47400,9/14/2018,426,4,2,209.26,418.52,371.64
SO47400,9/14/2018,411,4,2,125.42,250.84,185.61
SO47420,9/18/2018,427,4,2,209.26,418.52,371.64
SO47420,9/18/2018,410,4,2,36.45,72.9,53.94
SO47425,9/19/2018,286,4,2,183.94,367.88,340.29
SO47425,9/19/2018,458,4,2,44.99,89.98,61.87
SO47425,9/19/2018,422,4,2,67.54,135.08,99.96
SO47434,9/22/2018,412,4,2,180.13,360.26,266.59
SO47434,9/22/2018,401,4,2,65.6,131.2,97.09
SO47434,9/22/2018,397,4,2,24.29,48.58,35.96
SO47434,9/22/2018,411,4,2,125.42,250.84,185.61
SO47434,9/22/2018,468,4,2,22.79,45.58,31.34
SO47434,9/22/2018,447,4,2,15,30,20.63
SO47458,9/30/2018,391,4,2,88.93,177.86,131.62
SO47458,9/30/2018,410,4,2,36.45,72.9,53.94
SO47458,9/30/2018,399,4,2,33.77,67.54,49.99
SO47458,9/30/2018,412,4,2,180.13,360.26,266.59
SO47458,9/30/2018,396,4,2,74.84,149.68,110.76
SO47458,9/30/2018,394,4,2,20.52,41.04,30.37
SO47458,9/30/2018,426,4,2,209.26,418.52,371.64
SO47972,11/3/2018,469,4,2,22.79,45.58,31.34
SO47994,11/8/2018,435,4,2,324.45,648.9,600.24
SO47994,11/8/2018,286,4,2,183.94,367.88,340.29
SO47994,11/8/2018,415,4,2,198.04,396.08,293.09
SO47994,11/8/2018,433,4,2,324.45,648.9,600.24
SO48016,11/14/2018,216,4,2,20.19,40.38,27.76
SO48016,11/14/2018,213,4,2,20.19,40.38,27.76
SO48016,11/14/2018,224,4,2,5.19,10.38,10.46
SO48041,11/17/2018,414,4,2,149.03,298.06,220.57
SO48055,11/20/2018,422,4,2,67.54,135.08,99.96
SO48066,11/24/2018,419,4,2,52.65,105.3,77.92
SO48066,11/24/2018,427,4,2,209.26,418.52,371.64
SO48066,11/24/2018,409,4,2,209.26,418.52,371.64
SO48066,11/24/2018,410,4,2,36.45,72.9,53.94
SO48066,11/24/2018,448,4,2,11.99,23.98,16.49
SO48080,11/27/2018,448,4,2,11.99,23.98,16.49
SO48080,11/27/2018,230,4,2,28.84,57.68,58.16
SO48080,11/27/2018,417,4,2,324.45,648.9,600.24
SO48080,11/27/2018,407,4,2,65.6,131.2,97.09
SO48080,11/27/2018,233,4,2,28.84,57.68,58.16
SO48080,11/27/2018,263,4,2,202.33,404.66,374.31
SO48295,12/4/2018,417,4,2,324.45,648.9,600.24
SO48295,12/4/2018,435,4,2,324.45,648.9,600.24
SO48314,12/9/2018,422,4,2,67.54,135.08,99.96
SO48315,12/10/2018,411,4,2,125.42,250.84,185.61
SO48341,12/18/2018,410,4,2,36.45,72.9,53.94
SO48341,12/18/2018,396,4,2,74.84,149.68,110.76
SO48362,12/23/2018,393,4,2,137.69,275.38,203.79
SO48369,12/25/2018,236,4,2,28.84,57.68,58.16
SO48373,12/25/2018,421,4,2,196.33,392.66,290.57
SO48373,12/25/2018,233,4,2,28.84,57.68,58.16
SO48373,12/25/2018,411,4,2,125.42,250.84,185.61
SO48373,12/25/2018,409,4,2,209.26,418.52,371.64
SO48373,12/25/2018,213,4,2,20.19,40.38,27.76
SO48373,12/25/2018,401,4,2,65.6,131.2,97.09
SO48373,12/25/2018,456,4,2,44.99,89.98,61.87
SO48397,12/30/2018,391,4,2,88.93,177.86,131.62
SO49082,2/9/2019,454,4,2,35.99,71.98,49.49
SO49086,2/9/2019,216,4,2,20.19,40.38,27.76
SO49160,2/27/2019,458,4,2,44.99,89.98,61.87
SO49160,2/27/2019,216,4,2,20.19,40.38,27.76
SO49160,2/27/2019,221,4,2,20.19,40.38,27.76
SO49160,2/27/2019,460,4,2,53.99,107.98,74.24
SO49160,2/27/2019,233,4,2,28.84,57.68,58.16
SO49457,3/4/2019,399,4,2,33.77,67.54,49.99
SO49462,3/6/2019,433,4,2,324.45,648.9,600.24
SO49481,3/11/2019,410,4,2,36.45,72.9,53.94
SO49483,3/11/2019,421,4,2,196.33,392.66,290.57
SO49483,3/11/2019,427,4,2,209.26,418.52,371.64
SO49483,3/11/2019,420,4,2,141.62,283.24,209.59
SO49483,3/11/2019,399,4,2,33.77,67.54,49.99
SO49490,3/13/2019,417,4,2,324.45,648.9,600.24
SO49528,3/27/2019,409,4,2,209.26,418.52,371.64
SO49532,3/28/2019,224,4,2,5.19,10.38,10.46
SO49532,3/28/2019,428,4,2,209.26,418.52,371.64
SO49532,3/28/2019,409,4,2,209.26,418.52,371.64
SO49532,3/28/2019,233,4,2,28.84,57.68,58.16
SO50214,5/7/2019,263,4,2,202.33,404.66,374.31
SO50214,5/7/2019,414,4,2,149.03,298.06,220.57
SO50214,5/7/2019,265,4,2,202.33,404.66,374.31
SO50214,5/7/2019,286,4,2,183.94,367.88,340.29
SO50249,5/15/2019,414,4,2,149.03,298.06,220.57
SO50269,5/20/2019,468,4,2,22.79,45.58,31.34
SO50269,5/20/2019,224,4,2,5.19,10.38,10.46
SO50272,5/21/2019,460,4,2,53.99,107.98,74.24
SO50272,5/21/2019,221,4,2,20.19,40.38,27.76
SO50272,5/21/2019,447,4,2,15,30,20.63
SO50272,5/21/2019,458,4,2,44.99,89.98,61.87
SO50272,5/21/2019,233,4,2,28.84,57.68,58.16
SO50300,5/27/2019,422,4,2,67.54,135.08,99.96
SO50301,5/28/2019,419,4,2,52.65,105.3,77.92
SO50301,5/28/2019,427,4,2,209.26,418.52,371.64
SO50301,5/28/2019,421,4,2,196.33,392.66,290.57
SO50301,5/28/2019,399,4,2,33.77,67.54,49.99
SO50313,5/30/2019,216,4,2,20.19,40.38,27.76
SO50313,5/30/2019,233,4,2,28.84,57.68,58.16
SO50313,5/30/2019,458,4,2,44.99,89.98,61.87
SO50313,5/30/2019,417,4,2,324.45,648.9,600.24
SO50313,5/30/2019,224,4,2,5.19,10.38,10.46
SO50313,5/30/2019,265,4,2,202.33,404.66,374.31
SO50663,6/2/2019,286,4,2,183.94,367.88,340.29
SO50663,6/2/2019,433,4,2,324.45,648.9,600.24
SO50663,6/2/2019,407,4,2,65.6,131.2,97.09
SO50663,6/2/2019,254,4,2,183.94,367.88,340.29
SO50688,6/9/2019,409,4,2,209.26,418.52,371.64
SO50707,6/15/2019,221,4,2,20.19,40.38,27.76
SO50719,6/18/2019,412,4,2,180.13,360.26,266.59
SO50724,6/20/2019,469,4,2,22.79,45.58,31.34
SO50724,6/20/2019,409,4,2,209.26,418.52,371.64
SO50724,6/20/2019,397,4,2,24.29,48.58,35.96
SO50724,6/20/2019,460,4,2,53.99,107.98,74.24
SO50744,6/26/2019,412,4,2,180.13,360.26,266.59
SO50744,6/26/2019,427,4,2,209.26,418.52,371.64
SO50745,6/26/2019,421,4,2,196.33,392.66,290.57
SO50745,6/26/2019,420,4,2,141.62,283.24,209.59
SO50745,6/26/2019,399,4,2,33.77,67.54,49.99
SO50745,6/26/2019,453,4,2,35.99,71.98,49.49
SO51106,7/10/2019,521,4,2,16.27,32.54,24.08
SO51106,7/10/2019,501,4,2,72.88,145.76,107.86
SO51106,7/10/2019,554,4,2,54.94,109.88,81.31
SO51106,7/10/2019,586,4,2,334.06,668.12,922.89
SO51106,7/10/2019,569,4,2,334.06,668.12,922.89
SO51106,7/10/2019,548,4,2,48.59,97.18,71.92
SO51106,7/10/2019,567,4,2,334.06,668.12,922.89
SO51126,7/15/2019,509,4,2,200.05,400.1,399.7
SO51126,7/15/2019,490,4,2,32.39,64.78,83.14
SO51706,8/4/2019,231,4,2,29.99,59.98,76.98
SO51722,8/6/2019,255,4,2,202.33,404.66,409.25
SO51722,8/6/2019,418,4,2,356.9,713.8,721.89
SO51722,8/6/2019,434,4,2,356.9,713.8,721.89
SO51722,8/6/2019,604,4,2,323.99,647.98,687.3
SO51745,8/11/2019,606,4,2,323.99,647.98,687.3
SO51745,8/11/2019,604,4,2,323.99,647.98,687.3
SO51745,8/11/2019,436,4,2,356.9,713.8,721.89
